time	Vf_x	Vf_y	Vf_z	Xf_x	Xf_y	Xf_z	Fc_x	Fc_y	Fc_z	first_packet
0.000000	inf	-nan	-nan	0.308447	-0.000604	0.487489	-3.567316	0.000000	0.000000	0
0.001000	-0.000285	-0.002334	0.000092	0.308447	-0.000607	0.487489	-3.567486	0.000000	0.000000	0
0.002000	-0.000605	0.002334	0.001610	0.308446	-0.000604	0.487490	-3.569631	0.000000	0.000000	0
0.003000	0.000311	-0.000809	-0.000106	0.308446	-0.000605	0.487490	-3.570863	0.000000	0.000000	0
0.004000	-0.000789	-0.001057	0.001665	0.308446	-0.000606	0.487492	-3.569866	0.000000	0.000000	0
0.005000	0.000377	-0.001329	-0.001406	0.308446	-0.000608	0.487490	-3.565430	0.000000	0.000000	0
0.006000	0.000449	0.000127	-0.001043	0.308446	-0.000608	0.487489	-3.562683	0.000000	0.000000	0
0.007000	-0.000482	0.000175	-0.002768	0.308446	-0.000607	0.487487	-3.568087	0.000000	0.000000	0
0.008000	-0.000052	0.000341	0.000718	0.308446	-0.000607	0.487487	-3.581594	0.000000	0.000000	0
0.009000	0.000162	-0.000282	-0.000991	0.308446	-0.000607	0.487486	-3.597625	0.000000	0.000000	0
0.010000	0.000483	-0.000190	0.003443	0.308446	-0.000607	0.487490	-3.609470	0.000000	0.000000	0
0.011000	0.000778	-0.001593	-0.002499	0.308447	-0.000609	0.487487	-3.615506	0.000000	0.000000	0
0.012000	-0.001211	-0.000689	-0.000354	0.308446	-0.000610	0.487487	-3.618228	0.000000	0.000000	0
0.013000	0.000364	0.002205	0.000882	0.308446	-0.000608	0.487488	-3.617395	0.000000	0.000000	0
0.014000	-0.000610	-0.000086	-0.002771	0.308446	-0.000608	0.487485	-3.613320	0.000000	0.000000	0
0.015000	-0.000514	-0.000668	0.002051	0.308445	-0.000608	0.487487	-3.607238	0.000000	0.000000	0
0.016000	0.000348	-0.001046	-0.001090	0.308446	-0.000609	0.487486	-3.600023	0.000000	0.000000	0
0.017000	-0.000006	0.002153	-0.000955	0.308446	-0.000607	0.487485	-3.594866	0.000000	0.000000	0
0.018000	0.000100	0.000171	-0.001024	0.308446	-0.000607	0.487484	-3.591323	0.000000	0.000000	0
0.019000	0.000180	-0.003603	-0.000487	0.308446	-0.000611	0.487484	-3.585621	0.000000	0.000000	0
0.020000	0.000905	0.002925	0.002592	0.308447	-0.000608	0.487486	-3.577008	0.000000	0.000000	0
0.021000	-0.000335	0.002178	-0.003206	0.308446	-0.000606	0.487483	-3.568141	0.000000	0.000000	0
0.022000	0.000419	-0.001276	0.002918	0.308447	-0.000607	0.487486	-3.561484	0.000000	0.000000	0
0.023000	-0.000553	0.000309	-0.001939	0.308446	-0.000607	0.487484	-3.556785	0.000000	0.000000	0
