time	Vf_x	Vf_y	Vf_z	Xf_x	Xf_y	Xf_z	Fc_x	Fc_y	Fc_z	first_packet
0.000000	inf	-nan	-nan	0.308019	-0.001558	0.487944	0.000000	0.000000	0.000000	0
0.001000	0.000353	0.001602	-0.002205	0.308020	-0.001556	0.487941	0.000000	0.000000	0.000000	0
0.002000	0.000143	-0.001622	0.002074	0.308020	-0.001558	0.487943	0.000000	0.000000	0.000000	0
0.003000	-0.000061	0.001602	0.000912	0.308020	-0.001556	0.487944	0.000000	0.000000	0.000000	0
0.004000	-0.000145	-0.000191	-0.002327	0.308019	-0.001557	0.487942	0.000000	0.000000	0.000000	0
0.005000	-0.000452	-0.001423	-0.001502	0.308019	-0.001558	0.487941	0.000000	0.000000	0.000000	0
0.006000	-0.000211	-0.001242	-0.000902	0.308019	-0.001559	0.487940	0.000000	0.000000	0.000000	0
0.007000	-0.000068	-0.000882	-0.000474	0.308019	-0.001560	0.487939	0.000000	0.000000	0.000000	0
0.008000	-0.000116	-0.000325	0.000565	0.308019	-0.001560	0.487940	0.000000	0.000000	0.000000	0
0.009000	-0.000291	0.001226	0.001079	0.308018	-0.001559	0.487941	0.000000	0.000000	0.000000	0
0.010000	0.000312	-0.001283	-0.004291	0.308019	-0.001561	0.487936	0.000000	0.000000	0.000000	0
0.011000	0.000394	-0.001062	0.004493	0.308019	-0.001562	0.487941	0.000000	0.000000	0.000000	0
0.012000	-0.000897	-0.001025	-0.002345	0.308018	-0.001563	0.487939	0.000000	0.000000	0.000000	0
0.013000	0.000710	0.000808	0.001304	0.308019	-0.001562	0.487940	0.000000	0.000000	0.000000	0
0.014000	-0.000226	-0.001834	0.000275	0.308019	-0.001564	0.487940	0.000000	0.000000	0.000000	0
0.015000	-0.001087	-0.002691	-0.002697	0.308018	-0.001566	0.487938	0.000000	0.000000	0.000000	0
0.016000	0.001164	0.000446	0.002783	0.308019	-0.001566	0.487940	0.000000	0.000000	0.000000	0
0.017000	-0.000455	-0.001100	-0.002318	0.308018	-0.001567	0.487938	0.000000	0.000000	0.000000	0
0.018000	0.000091	0.002055	0.000684	0.308018	-0.001565	0.487939	0.000000	0.000000	0.000000	0
0.019000	-0.000935	-0.002006	-0.000391	0.308017	-0.001567	0.487938	0.000000	0.000000	0.000000	0
0.020000	0.001086	0.001052	0.001211	0.308018	-0.001566	0.487939	0.000000	0.000000	0.000000	0
0.021000	0.000092	-0.003531	-0.001278	0.308019	-0.001569	0.487938	0.000000	0.000000	0.000000	0
0.022000	0.000562	0.002295	0.000545	0.308019	-0.001567	0.487939	0.000000	0.000000	0.000000	0
