time	Vf_x	Vf_y	Vf_z	Xf_x	Xf_y	Xf_z	Fc_x	Fc_y	Fc_z	first_packet
0.000000	inf	-nan	-nan	0.308380	0.001849	0.487681	-3.608824	0.000000	0.000000	0
0.001000	0.000062	-0.000303	0.000748	0.308380	0.001849	0.487681	-3.623322	0.000000	0.000000	0
0.002000	0.000039	0.000754	0.000416	0.308380	0.001850	0.487682	-3.639011	0.000000	0.000000	0
0.003000	0.000257	-0.002247	0.005072	0.308380	0.001848	0.487687	-3.651140	0.000000	0.000000	0
0.004000	-0.000891	0.000905	-0.003843	0.308379	0.001849	0.487683	-3.656035	0.000000	0.000000	0
0.005000	-0.000177	-0.000101	-0.001488	0.308379	0.001848	0.487682	-3.657538	0.000000	0.000000	0
0.006000	-0.000410	0.000127	-0.000442	0.308378	0.001849	0.487681	-3.657822	0.000000	0.000000	0
0.007000	0.000404	-0.001526	-0.000162	0.308379	0.001847	0.487681	-3.653669	0.000000	0.000000	0
0.008000	0.000356	0.002402	-0.000978	0.308379	0.001849	0.487680	-3.644938	0.000000	0.000000	0
0.009000	0.000523	0.000835	-0.000241	0.308380	0.001850	0.487680	-3.636436	0.000000	0.000000	0
0.010000	0.000360	-0.000381	-0.001018	0.308380	0.001850	0.487679	-3.633651	0.000000	0.000000	0
0.011000	0.000433	-0.000067	0.001632	0.308381	0.001850	0.487680	-3.636961	0.000000	0.000000	0
0.012000	-0.000882	0.003054	0.000502	0.308380	0.001853	0.487681	-3.638760	0.000000	0.000000	0
0.013000	0.001290	0.000796	-0.003185	0.308381	0.001854	0.487678	-3.635804	0.000000	0.000000	0
0.014000	-0.001102	-0.000464	0.002629	0.308380	0.001853	0.487680	-3.628698	0.000000	0.000000	0
0.015000	0.000767	0.001014	-0.001735	0.308381	0.001854	0.487679	-3.614720	0.000000	0.000000	0
0.016000	0.000019	0.000234	0.000465	0.308381	0.001854	0.487679	-3.595794	0.000000	0.000000	0
0.017000	0.000016	0.001106	-0.002001	0.308381	0.001856	0.487677	-3.575329	0.000000	0.000000	0
0.018000	0.000884	0.002733	-0.000097	0.308382	0.001858	0.487677	-3.556200	0.000000	0.000000	0
0.019000	0.000360	-0.001230	0.000873	0.308382	0.001857	0.487678	-3.541944	0.000000	0.000000	0
0.020000	0.000645	0.000866	-0.001293	0.308383	0.001858	0.487676	-3.534261	0.000000	0.000000	0
0.021000	0.000240	0.002040	0.000786	0.308383	0.001860	0.487677	-3.533005	0.000000	0.000000	0
0.022000	0.000499	0.001065	-0.002159	0.308383	0.001861	0.487675	-3.535682	0.000000	0.000000	0
0.023000	0.000015	0.000678	-0.001283	0.308383	0.001862	0.487674	-3.540499	0.000000	0.000000	0
0.024000	-0.000656	0.000736	0.000927	0.308383	0.001862	0.487675	-3.542512	0.000000	0.000000	0
0.025000	0.001672	-0.000002	-0.003716	0.308384	0.001862	0.487671	-3.539384	0.000000	0.000000	0
0.026000	0.000335	0.001140	0.002551	0.308385	0.001864	0.487674	-3.534221	0.000000	0.000000	0
0.027000	0.000587	0.001529	-0.002852	0.308385	0.001865	0.487671	-3.525885	0.000000	0.000000	0
0.028000	-0.000016	0.000745	-0.000538	0.308385	0.001866	0.487670	-3.515454	0.000000	0.000000	0
0.029000	-0.000256	0.002466	0.001219	0.308385	0.001868	0.487671	-3.503501	0.000000	0.000000	0
0.030000	0.001118	0.001060	-0.000208	0.308386	0.001869	0.487671	0.000000	0.000000	0.000000	0
0.031000	0.000506	0.001531	0.000459	0.308387	0.001871	0.487672	0.000000	0.000000	0.000000	0
0.032000	0.001180	0.000768	-0.001767	0.308388	0.001872	0.487670	0.000000	0.000000	0.000000	0
0.033000	-0.000028	0.000541	-0.000238	0.308388	0.001872	0.487670	0.000000	0.000000	0.000000	0
0.034000	0.001044	0.003572	-0.001373	0.308389	0.001876	0.487668	0.000000	0.000000	0.000000	0
0.035000	0.001183	-0.001989	0.001009	0.308390	0.001874	0.487669	0.000000	0.000000	0.000000	0
0.036000	0.000445	0.002747	-0.000920	0.308390	0.001877	0.487668	0.000000	0.000000	0.000000	0
0.037000	-0.000370	0.003205	0.000364	0.308390	0.001880	0.487669	0.000000	0.000000	0.000000	0
0.038000	-0.000171	0.001598	-0.003862	0.308390	0.001881	0.487665	0.000000	0.000000	0.000000	0
