time	Vf_x	Vf_y	Vf_z	Xf_x	Xf_y	Xf_z	Fc_x	Fc_y	Fc_z	first_packet
0.000000	inf	-nan	-nan	0.001723	0.308311	0.487634	0.013899	0.007152	0.007944	0
0.001000	-0.000232	0.000337	0.000958	0.001722	0.308311	0.487635	0.011679	0.005163	-0.002404	0
0.002000	0.000067	-0.000281	-0.000441	0.001723	0.308311	0.487634	0.006150	0.008863	0.005412	0
0.003000	0.001497	0.000572	0.002164	0.001724	0.308311	0.487636	-0.002763	0.002084	-0.016519	0
0.004000	-0.001859	0.000630	0.000854	0.001722	0.308312	0.487637	0.014627	-0.002707	-0.020096	0
0.005000	0.000357	0.000267	-0.002308	0.001723	0.308312	0.487635	0.003635	-0.001723	0.001863	0
0.006000	0.000187	-0.000763	0.000949	0.001723	0.308312	0.487636	0.004518	0.000626	0.003391	0
0.007000	-0.003101	-0.000910	-0.003034	0.001720	0.308311	0.487633	0.027313	0.004288	0.039592	0
0.008000	-0.000478	-0.000387	0.001380	0.001719	0.308310	0.487634	0.027281	0.012797	0.024539	0
0.009000	0.002519	0.001165	-0.001086	0.001722	0.308311	0.487633	-0.000624	-0.000932	0.028657	0
0.010000	-0.001911	-0.000274	0.002117	0.001720	0.308311	0.487635	0.022556	0.003359	0.003296	0
0.011000	0.001629	-0.000701	-0.003187	0.001721	0.308310	0.487632	0.008183	0.007596	0.028735	0
0.012000	-0.000276	0.000236	0.000265	0.001721	0.308311	0.487632	0.012186	0.006644	0.014764	0
0.013000	0.001180	0.000184	0.002848	0.001722	0.308311	0.487635	0.003164	0.006283	-0.007726	0
0.014000	0.001669	0.000474	-0.002763	0.001724	0.308311	0.487632	-0.008908	0.004072	0.012216	0
0.015000	-0.002424	-0.000563	0.000356	0.001722	0.308311	0.487633	0.013554	0.006885	-0.002348	0
0.016000	0.001165	-0.000231	-0.002139	0.001723	0.308311	0.487631	0.002320	0.004613	0.004215	0
0.017000	-0.001358	-0.000054	0.001944	0.001721	0.308310	0.487633	0.016202	0.002513	-0.020119	0
0.018000	0.001409	-0.000097	-0.002644	0.001723	0.308310	0.487630	0.001469	0.000341	-0.001949	0
0.019000	0.000962	0.001441	0.000685	0.001724	0.308312	0.487631	-0.000580	-0.005031	-0.001485	0
0.021000	-0.000670	0.000569	-0.001418	0.001723	0.308312	0.487630	0.005274	0.001150	-0.001896	0
0.022000	-0.002392	-0.000960	-0.002766	0.001720	0.308311	0.487627	0.027496	0.009714	0.019597	0
0.023000	0.004119	0.001210	0.000252	0.001724	0.308312	0.487627	-0.013937	-0.003015	0.019322	0
0.024000	-0.001065	0.000714	0.001874	0.001723	0.308313	0.487629	-0.002735	-0.012525	-0.009337	0
0.025000	-0.001343	-0.000554	-0.003538	0.001722	0.308312	0.487626	0.013397	-0.003428	0.019530	0
0.026000	-0.000125	-0.000454	0.000422	0.001722	0.308312	0.487626	0.011089	-0.002891	0.015414	0
0.027000	-0.001063	-0.000491	0.000920	0.001721	0.308311	0.487627	0.018644	0.007743	0.014398	0
0.028000	0.003171	0.000948	0.001252	0.001724	0.308312	0.487628	-0.010409	0.008469	0.013607	0
0.029000	-0.001914	0.000934	-0.000871	0.001722	0.308313	0.487627	0.013058	0.001051	0.015228	0
0.030000	0.001593	-0.000250	-0.002012	0.001724	0.308313	0.487625	-0.001030	0.000640	0.020880	0
0.031000	-0.000219	0.001076	0.000217	0.001723	0.308314	0.487626	-0.002502	-0.007096	0.014382	0
0.032000	-0.002545	-0.000858	-0.000482	0.001721	0.308313	0.487625	0.020849	0.003705	0.013765	0
